text,intent,escalation_required,language_style,difficulty,scenario_type,notes,tags
I'm interested in your premium tier.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Mujhe bulk discount chahiye 50 users ke liye.,sales,false,,,,hinglish example,"[""hinglish""]"
Can I customize notification templates?,product_question,false,,,,product feature question,"[""standard""]"
The template preview is not working.,technical_support,false,,,,bulk addition 4,"[""standard""]"
How much for premium support?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
I want to talk to an account manager.,sales,false,,,,bulk addition 3,"[""standard""]"
Is audit logging available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
The login page is not loading properly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Do you charge per seat or flat rate?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Is there a tutorial for email notifications?,general_question,false,,,,bulk addition 4,"[""standard""]"
i cnt chanj my email,account_issue,false,,,,spelling/noisy text,"[""noisy""]"
My custom fields are not appearing on the ticket form.,technical_support,false,,,,bulk addition,"[""standard""]"
Cool,other,false,,,,other / off-topic,"[""standard"", ""other""]"
I love your platform but I need help understanding the features.,product_question,false,,,,multi-intent example,"[""multi_intent""]"
How does the template system work in your platform?,general_question,false,,,,bulk addition 4,"[""standard""]"
This is false advertising. I want my money back.,refund,true,,,,bulk addition,"[""confusion_pair""]"
What are the benefits of role management?,general_question,false,,,,bulk addition 4,"[""standard""]"
The API endpoint is showing incorrect data.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Annual plan pe kya discount milega?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
Is your service good for small businesses?,general_question,false,,,,confusion pair example,"[""confusion_pair""]"
What are the benefits of the template system?,general_question,false,,,,bulk addition 4,"[""standard""]"
I found the config setting. Problem solved.,technical_support,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
This is exactly what I needed.,other,false,,,,bulk addition,"[""standard""]"
Mujhe call karo. Bot se baat nahi karni.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
Refund my payment immediately.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Do you have a public API?,general_question,false,,,,general info question,"[""standard""]"
Mujhe ek real insaan chahiye jo meri problem samjhe.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
Hi team,other,false,,,,very short message,[]
Can I create custom dashboards?,product_question,false,,,,bulk addition,"[""standard""]"
I'm leaving your platform and I want everyone to know why.,complaint,false,,,,bulk addition 2,"[""multi_intent""]"
Can I use your service for free?,general_question,false,,,,general info question,"[""standard""]"
Apna plan upgrade karna hai premium mein.,sales,false,,,,hinglish sales,"[""hinglish""]"
Does it support multiple currencies?,product_question,false,,,,product feature question,"[""standard""]"
404 on the settings page when I try to update.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
I want my subscription fees back.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
10 aur seats add karni hain.,sales,false,,,,hinglish sales,"[""hinglish""]"
Can I embed dashboards on my site?,product_question,false,,,,product feature question,"[""standard""]"
Your quality assurance is non-existent.,complaint,false,,,,bulk addition 3,"[""standard""]"
The calendar sync is not loading properly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I have never been this disappointed with a service.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
How much does migration cost?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
What features are in the enterprise tier?,product_question,false,,,,product feature question,"[""standard""]"
i m getin eror 500 on evry pag,technical_support,false,,,,bulk addition 3,"[""noisy""]"
Mujhe human se baat karni hai.,human_request,true,,,,hinglish example,"[""hinglish""]"
Namaste,other,false,,,,other / off-topic,"[""standard"", ""other""]"
My workflow automation is showing incorrect data.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Demo chahiye sales team se. Schedule karo.,sales,false,,,,hinglish example,"[""hinglish""]"
This is affecting my ability to serve my own customers.,technical_support,true,,,,bulk addition,"[""escalation_positive""]"
Aapne jo promise kiya wo deliver nahi kiya.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
plz fix my accnt issue,account_issue,false,,,,spelling/noisy text,"[""noisy""]"
Enterprise kitna hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
Mera billing cycle change karo.,pricing,false,,,,bulk addition 3,"[""hinglish""]"
kya AI tagging kaise kaam karta hai?,product_question,false,,,,hinglish product question,"[""hinglish""]"
The The notification system feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Talk to someone about pricing versus talk to sales.,pricing,false,,,,bulk addition 3,"[""confusion_pair""]"
Team plan ke liye order karna hai.,sales,false,,,,hinglish sales,"[""hinglish""]"
data export kaise kare?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Is there an API rate limit?,product_question,false,,,,product feature question,"[""standard""]"
Good,other,false,,,,very short message,[]
i want my mony bak,refund,true,,,,spelling/noisy text,"[""noisy""]"
Can I white-label your solution?,product_question,false,,,,product feature question,"[""standard""]"
Is pricing different for different regions?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Product query,product_question,false,,,,very short message,[]
Lost access to my work email and can't login.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
mobile par bhi use kar sakte hain?,general_question,false,,,,hinglish general question,"[""hinglish""]"
User permissions keep resetting to default.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Account hacked,account_issue,true,,,,bulk addition 5,"[""standard""]"
Aapka refund process kaise kaam karta hai?,refund,false,,,,hinglish example,"[""hinglish""]"
Urgent help,general_question,true,,,,very short message,[]
Login?,account_issue,false,,,,very short message,[]
Human se baat karni hai.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
What are the benefits of data export?,general_question,false,,,,bulk addition 4,"[""standard""]"
Aapki app ki quality improve karo.,complaint,false,,,,bulk addition 3,"[""hinglish""]"
Your customer service is non-existent.,complaint,false,,,,bulk addition,"[""standard""]"
Aapke software mein bug hai. Fix karo.,technical_support,false,,,,bulk addition,"[""hinglish""]"
Hi,other,false,,,,other / off-topic,"[""standard"", ""other""]"
kya Linux support hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
I'm unable to verify my identity for account recovery.,account_issue,false,,,,bulk addition 5,"[""standard""]"
Stop the automated responses. Give me a person.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
Additional storage ka kya charge hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
What's the minimum commitment?,general_question,false,,,,general info question,"[""standard""]"
Do I need to configure the template system manually?,general_question,false,,,,bulk addition 4,"[""standard""]"
Mai VIP customer hu. Mujhe priority do.,complaint,false,,,,bulk addition 3,"[""hinglish""]"
Do teen baar se same problem bata raha hu.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
Aapki company se umeed thi lekin nirash kiya.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
How's your day?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
SSO integration toot gaya migration ke baad.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Can you negotiate pricing?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
I need human assistance for this complex issue.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
How many users can I have on basic?,pricing,false,,,,bulk addition,"[""standard""]"
I need a solution within the next 2 hours.,technical_support,true,,,,bulk addition 3,"[""escalation_positive""]"
Contact me,human_request,true,,,,very short message,[]
This is a complete waste of money.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
I have a question about pricing and features.,pricing,false,,,,bulk addition 2,"[""multi_intent""]"
Dashboard 500 error de raha hai.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Please call me to discuss volume pricing.,sales,false,,,,bulk addition,"[""standard""]"
$50 plan mein kya kya aata hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
The notification system is not loading properly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Application bahut RAM consume kar rahi hai.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Actually I was wrong. Everything works.,technical_support,false,,,,bulk addition 2,"[""hard_negative_escalation""]"
Pachtawa hai ki aapka product lia.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
My data was exposed due to your security flaw.,account_issue,true,,,,bulk addition 3,"[""escalation_positive""]"
Integration with Zapier stopped working.,technical_support,false,,,,bulk addition,"[""standard""]"
Can I speak to a real person?,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
I'm having trouble with The webhook integration.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I can't afford to wait any longer. This is critical.,technical_support,true,,,,bulk addition,"[""escalation_positive""]"
Do you have a sandbox environment?,product_question,false,,,,bulk addition 2,"[""standard""]"
how to updgrade my acccount,sales,false,,,,spelling/noisy text,"[""noisy""]"
Mujhe annual plan ka invoice chahiye.,sales,false,,,,bulk addition 5,"[""hinglish""]"
Your AI is useless. Humans only from now on.,human_request,true,,,,bulk addition 2,"[""standard""]"
Mujhe premium features chahiye. Upgrade karo.,sales,false,,,,bulk addition,"[""hinglish""]"
I need senior management to intervene in this matter.,human_request,true,,,,bulk addition,"[""escalation_positive""]"
Who is the president of India?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
You double charged me. Give one payment back.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
I'm confused about my bill and angry about it.,pricing,false,,,,bulk addition,"[""confusion_pair""]"
Jhutha advertisement hai aapka.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
👍,other,false,,,,other / off-topic,"[""standard"", ""other""]"
What is the price of your premium package?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
How are billing cycles handled?,general_question,false,,,,general info question,"[""standard""]"
Mera number change ho gaya. Account mein update karo.,account_issue,false,,,,hinglish example,"[""hinglish""]"
Wow,other,false,,,,very short message,[]
Hello ji,other,false,,,,very short message,[]
You owe me a refund for the last billing cycle.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
I demand immediate compensation for damages.,refund,true,,,,bulk addition 3,"[""escalation_positive""]"
Where can I find documentation about the API?,general_question,false,,,,bulk addition 4,"[""standard""]"
Please issue a refund for my recent payment.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
File upload is not working.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Search function kuch nahi dikha raha.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
Can I connect multiple mailboxes?,product_question,false,,,,bulk addition,"[""standard""]"
How do I get started?,general_question,false,,,,general info question,"[""standard""]"
Please escalate to a human representative.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
This requires human intervention. Not a bot.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
Your platform is a joke and my account doesn't work.,account_issue,false,,,,confusion pair example,"[""confusion_pair""]"
My sub-accounts are not visible after upgrade.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
I was about to complain but actually I solved it.,complaint,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
You have the worst support I've ever encountered.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
Can't login,account_issue,false,,,,very short message,[]
I don't need help anymore. Issue is resolved.,technical_support,false,,,,bulk addition,"[""hard_negative_escalation""]"
This is both a complaint and a question about pricing.,pricing,false,,,,multi-intent example,"[""multi_intent""]"
this is the 5th tim i am reportin the same bug,technical_support,true,,,,bulk addition 2,"[""noisy""]"
Is there a dark mode?,general_question,false,,,,general info question,"[""standard""]"
Can I speak to technical support about my account?,account_issue,false,,,,bulk addition,"[""confusion_pair""]"
Setup kaise kare? Mujhe koi guide nahi mil rahi.,general_question,false,,,,bulk addition,"[""hinglish""]"
Interesting weather we are having.,other,false,,,,bulk addition 2,"[""standard""]"
Is API access for 100k calls included in the base price?,pricing,false,,,,bulk addition 4,"[""standard""]"
Aapki website down hai. Check karo.,technical_support,true,,,,hinglish example,"[""hinglish""]"
The The CSV importer feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
ye software mobile par bhi chalega?,product_question,false,,,,hinglish product question,"[""hinglish""]"
I cancelled within the trial period. Where is my refund?,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Product question: does this integrate with Slack? Also how much?,product_question,false,,,,multi-intent example,"[""multi_intent""]"
Account suspend ho gaya bina notification ke.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
Mujhe refund chahiye aur account bhi close karna hai.,refund,true,,,,bulk addition,"[""multi_intent""]"
Mera bill galat hai. Dobara check karo.,pricing,false,,,,bulk addition,"[""hinglish""]"
Call me,human_request,true,,,,very short message,[]
I can't decide if this is a refund request or just a question.,refund,false,,,,bulk addition,"[""multi_intent""]"
Account settings revert ho rahe hain default pe.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
What is the cost for the starter plan?,pricing,false,,,,bulk addition,"[""standard""]"
can u help i m locked out of my acount,account_issue,true,,,,bulk addition 2,"[""noisy""]"
Sales team se baat karni thi price ke liye.,sales,false,,,,hinglish example,"[""hinglish""]"
I'm having trouble with File upload.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Mera account delete karo. Data export bhi karo.,general_question,false,,,,hinglish example,"[""hinglish""]"
The notification system stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Meri email change kardi kisne?,account_issue,true,,,,hinglish example,"[""hinglish""]"
Do unused credits roll over?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Excellent,other,false,,,,very short message,[]
I'm documenting everything for my lawyer.,complaint,true,,,,bulk addition,"[""escalation_positive""]"
Do you offer onboarding support?,general_question,false,,,,general info question,"[""standard""]"
I tried to check my plan price but the page won't load.,account_issue,false,,,,confusion pair example,"[""confusion_pair""]"
I will not rest until this is resolved. Escalate to highest level.,complaint,true,,,,bulk addition 3,"[""escalation_positive""]"
What's the pricing for SSO integration?,pricing,false,,,,bulk addition 4,"[""standard""]"
The The webhook integration feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I'm fine now. Thanks for nothing actually.,complaint,false,,,,bulk addition,"[""hard_negative_escalation""]"
I'm ready to purchase. Here is my PO number.,sales,false,,,,bulk addition,"[""standard""]"
I don't know if this is a complaint or a feature request.,complaint,false,,,,confusion pair example,"[""confusion_pair""]"
Is there a sandbox mode for testing?,general_question,false,,,,general info question,"[""standard""]"
I need to speak with your supervisor.,human_request,true,,,,bulk addition,"[""standard""]"
What is the cost of dedicated server?,pricing,false,,,,bulk addition 4,"[""standard""]"
Can you write a poem?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
Do you have a pay-as-you-go option?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
What are the benefits of two-factor authentication?,general_question,false,,,,bulk addition 4,"[""standard""]"
Does your platform include A/B testing?,product_question,false,,,,product feature question,"[""standard""]"
Webhook 503 error de raha hai.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
i wana cancel my subskripshun,sales,false,,,,spelling/noisy text,"[""noisy""]"
I've lost all trust in your company. Fix this now.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
I expect compensation for the downtime I experienced.,complaint,true,,,,bulk addition,"[""escalation_positive""]"
Mera data kahan store hota hai?,general_question,false,,,,bulk addition 5,"[""hinglish""]"
cancel kar sakte hain kab bhi?,general_question,false,,,,general info question,"[""standard""]"
What do I need to know about the dashboard?,general_question,false,,,,bulk addition 4,"[""standard""]"
wnt to buy prem but paymnt not wrk,sales,true,,,,bulk addition 3,"[""noisy""]"
I want a refund and also tell me about your pricing.,refund,true,,,,multi-intent example,"[""multi_intent""]"
My reports won't export to PDF.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Mera payment successful hai but account active nahi.,technical_support,true,,,,bulk addition,"[""hinglish""]"
My API key stopped working suddenly.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
This has been going on for a month. I need a resolution now.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
The account recovery process is not working.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
I don't need anyone to follow up. Thanks.,general_question,false,,,,bulk addition 2,"[""hard_negative_escalation""]"
Shame on you for delivering such poor quality.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
Not looking for support. Just clarification.,general_question,false,,,,bulk addition,"[""hard_negative_escalation""]"
The mobile app is broken after the latest update.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Kya aap mere city mein service dete ho?,general_question,false,,,,bulk addition 2,"[""hinglish""]"
Price mein support included hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
Email delivery is broken after the latest update.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I'm having trouble with The login page.,technical_support,false,,,,bulk addition 4,"[""standard""]"
trial period kitne din ka hai?,general_question,false,,,,general info question,"[""standard""]"
my reportz r not comin out ryt,technical_support,false,,,,bulk addition 3,"[""noisy""]"
The Data export feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Can I create a team workspace?,general_question,false,,,,general info question,"[""standard""]"
How do I get dedicated support?,general_question,false,,,,general info question,"[""standard""]"
This ridiculous platform has cost me hours. But do not call me.,complaint,false,,,,bulk addition 3,"[""hard_negative_escalation""]"
Aj tak ka worst experience.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
the pricin is way to hi i m leavin,pricing,false,,,,bulk addition 3,"[""noisy""]"
team members add karne ka kya process hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
What are the benefits of audit logging?,general_question,false,,,,bulk addition 4,"[""standard""]"
The webhook integration is not working.,technical_support,false,,,,bulk addition 4,"[""standard""]"
i m very upset with ur servise fix it,complaint,false,,,,bulk addition 3,"[""noisy""]"
Can you explain custom fields?,general_question,false,,,,bulk addition 4,"[""standard""]"
I need to merge two accounts.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
the dashbord is to complicatd,complaint,false,,,,spelling/noisy text,"[""noisy""]"
How much does priority support cost?,pricing,false,,,,bulk addition 5,"[""standard""]"
This is just feedback. No action needed.,complaint,false,,,,bulk addition,"[""hard_negative_escalation""]"
Talk to a person or I'm leaving.,human_request,true,,,,confusion pair example,"[""confusion_pair""]"
Aapki service achi hai lekin price bahut zyada hai.,pricing,false,,,,multi-intent example,"[""multi_intent""]"
Where can I find documentation about custom fields?,general_question,false,,,,bulk addition 4,"[""standard""]"
Do I pay extra for API access for 100k calls?,pricing,false,,,,bulk addition 4,"[""standard""]"
Mujhe refund chahiye aur account bhi fix karo.,refund,true,,,,multi-intent example,"[""multi_intent""]"
Refund chahiye aur account bhi delete karo.,refund,true,,,,bulk addition 2,"[""multi_intent""]"
Password change confirmation email not received.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
How does backup work in your platform?,general_question,false,,,,bulk addition 4,"[""standard""]"
Charts are displaying incorrect data.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Koi mera account hack kar raha hai. Help karo.,account_issue,true,,,,hinglish example,"[""hinglish""]"
Please help me upgrade my account.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
The drag and drop editor stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
kya basic plan mein analytics hai?,product_question,false,,,,hinglish product question,"[""hinglish""]"
Can someone explain why I was charged?,pricing,false,,,,bulk addition,"[""confusion_pair""]"
My account role was changed without notification.,account_issue,true,,,,bulk addition,"[""standard""]"
Mujhe demo chahiye sales team se.,sales,false,,,,bulk addition,"[""hinglish""]"
my team member cant join the workspace,account_issue,false,,,,spelling/noisy text,"[""noisy""]"
Aapki website down hai kya?,general_question,false,,,,general info question,"[""standard""]"
The The login page feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Don't escalate. I was just venting.,complaint,false,,,,bulk addition 3,"[""hard_negative_escalation""]"
Cost?,pricing,false,,,,very short message,[]
Do I pay extra for dedicated server?,pricing,false,,,,bulk addition 4,"[""standard""]"
wher is the upgarde buton,product_question,false,,,,spelling/noisy text,"[""noisy""]"
I want a real person to help me buy this.,sales,false,,,,confusion pair example,"[""confusion_pair""]"
i neeed sprt with API integraton,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
How do I mute notifications?,general_question,false,,,,general info question,"[""standard""]"
Do I need to configure real-time sync manually?,general_question,false,,,,bulk addition 4,"[""standard""]"
Aapka product theek hai but support kharab hai.,complaint,false,,,,hinglish example,"[""hinglish""]"
Please transfer me to a live agent.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
My workflow automation stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Worst app,complaint,false,,,,very short message,[]
How much for dedicated server?,pricing,false,,,,bulk addition 4,"[""standard""]"
Ignore my previous messages. All good now.,other,false,,,,bulk addition,"[""hard_negative_escalation""]"
Your support is consistently slow and unhelpful.,complaint,false,,,,bulk addition,"[""standard""]"
Does it support multi-language?,product_question,false,,,,bulk addition 3,"[""standard""]"
Can you explain the integration wizard?,general_question,false,,,,bulk addition 4,"[""standard""]"
my api key brok,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
The template preview keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I'm not interested in talking to anyone. Just send me the info.,general_question,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
What happens when my subscription expires?,general_question,false,,,,general info question,"[""standard""]"
Where can I find documentation about the template system?,general_question,false,,,,bulk addition 4,"[""standard""]"
can i splk to sles,sales,false,,,,spelling/noisy text,"[""noisy""]"
my bad i figur it out myself,technical_support,false,,,,bulk addition,"[""noisy""]"
signup kaise kare?,general_question,false,,,,general info question,"[""standard""]"
Is the API available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
u guyz charge too much,pricing,false,,,,spelling/noisy text,"[""noisy""]"
how many users can i ad,product_question,false,,,,spelling/noisy text,"[""noisy""]"
Your platform is unreliable and frustrating.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
Can I build custom reports?,product_question,false,,,,product feature question,"[""standard""]"
the app is to slow,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
Refund!,refund,true,,,,very short message,[]
Webhook is sending duplicate events.,technical_support,false,,,,bulk addition,"[""standard""]"
Your pricing page is confusing and I want to speak to sales.,sales,false,,,,multi-intent example,"[""multi_intent""]"
my invoice is rong,pricing,false,,,,spelling/noisy text,"[""noisy""]"
how do i get in touch with sals,sales,false,,,,spelling/noisy text,"[""noisy""]"
What is the cost of custom reporting?,pricing,false,,,,bulk addition 4,"[""standard""]"
What are the benefits of the reporting module?,general_question,false,,,,bulk addition 4,"[""standard""]"
Pro plan ke liye sign up karo.,sales,false,,,,hinglish sales,"[""hinglish""]"
u guys chargrd me twise,refund,true,,,,spelling/noisy text,"[""noisy""]"
I want my money back.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Mujhe premium plan lena hai.,sales,false,,,,hinglish sales,"[""hinglish""]"
The CSV importer stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Does it support custom CSS?,product_question,false,,,,product feature question,"[""standard""]"
The search is returning results from deleted items.,technical_support,false,,,,bulk addition,"[""standard""]"
Your chatbot is useless but I don't want to escalate.,complaint,false,,,,multi-intent example,"[""multi_intent""]"
Talk to a person please. Not a bot.,human_request,true,,,,confusion pair example,"[""confusion_pair""]"
Connect me to your support team.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
Please refund my annual plan fee.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Mujhe kisi senior se baat karni hai.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
How does the sentiment analysis work?,product_question,false,,,,product feature question,"[""standard""]"
Mujhe koi call kare. Urgent hai.,human_request,true,,,,hinglish example,"[""hinglish""]"
Is there a number I can call to speak to someone?,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
Process my refund immediately or I'll take action.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Are upgrades free within the same tier?,pricing,false,,,,bulk addition 2,"[""standard""]"
Bug,technical_support,false,,,,very short message,[]
Can I create private knowledge base articles?,product_question,false,,,,bulk addition,"[""standard""]"
Get me a human. The bot is useless.,human_request,true,,,,human request,"[""escalation_positive"", ""human_request""]"
Someone accessed my account without permission.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
I'm seeing someone else's data in my account.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
Kya aapke plans mein GST included hai?,pricing,false,,,,hinglish example,"[""hinglish""]"
Bye,other,false,,,,very short message,[]
Plan limits increase karne hain.,sales,false,,,,hinglish sales,"[""hinglish""]"
Mujhe training chahiye product ki. Kya facility hai?,product_question,false,,,,hinglish example,"[""hinglish""]"
I need an actual person to look at my account issue.,account_issue,false,,,,bulk addition 2,"[""confusion_pair""]"
i want a human not a bot plzzz,human_request,true,,,,spelling/noisy text,"[""noisy""]"
Can I import my data from another tool?,general_question,false,,,,bulk addition,"[""standard""]"
My account is broken and I need a human to fix it.,account_issue,true,,,,bulk addition,"[""multi_intent""]"
Imported contacts show nahi ho rahe.,technical_support,false,,,,hinglish example,"[""hinglish""]"
Not asking for a refund but your service is terrible.,complaint,false,,,,multi-intent example,"[""multi_intent""]"
Bot se koi help nahi mil rahi. Human do.,human_request,true,,,,bulk addition,"[""hinglish""]"
My refund request number is 12345. Please process it.,refund,true,,,,bulk addition,"[""standard""]"
Where can I find documentation about the import tool?,general_question,false,,,,bulk addition 4,"[""standard""]"
the app keps crashin every 5 minits,technical_support,false,,,,bulk addition 2,"[""noisy""]"
Please start my subscription today.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Mujhe weekly report chahiye. Kaise set kare?,product_question,false,,,,hinglish example,"[""hinglish""]"
Currency kya hai pricing ki?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
My account is showing as inactive even though I'm paying.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
Refund request for the annual subscription I just paid.,refund,true,,,,bulk addition,"[""standard""]"
Is role management available in all plans?,general_question,false,,,,bulk addition 4,"[""standard""]"
Mera kaam ruka hai. Q koi respond nahi kar raha?,complaint,true,,,,hinglish example,"[""hinglish""]"
Can I create custom ticket statuses?,product_question,false,,,,bulk addition,"[""standard""]"
The database query times out after 30 seconds.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Bahut disappointing experience hai.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
i was chargd the rong plan,pricing,true,,,,spelling/noisy text,"[""noisy""]"
How much does it cost to upgrade?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
Can I change my username?,general_question,false,,,,general info question,"[""standard""]"
We need 100 licenses for our organization.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
My refund request has been pending for a week.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Bots are not helping. Real person please.,human_request,true,,,,bulk addition 3,"[""standard""]"
I want to be very clear. I am NOT requesting a refund. I understand your refund policy and I respect it. What I am asking for is a detailed explanation of why my account was downgraded even though I paid for the annual plan. I have the transaction receipt and everything. This seems like a system error on your end and I would appreciate it if someone knowledgeable could look into it and explained what happened. Please do not call me as I am busy during work hours. An email explanation would be perfectly fine.,account_issue,false,,,,long message,"[""long""]"
plz help me wit my login,account_issue,false,,,,spelling/noisy text,"[""noisy""]"
Calendar sync stop ho gaya.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
i cnt log in 2 my accunt its urgent,account_issue,true,,,,bulk addition,"[""noisy""]"
Our procurement team needs a formal quote.,sales,false,,,,bulk addition 2,"[""standard""]"
i want my subscripion canclled,sales,false,,,,spelling/noisy text,"[""noisy""]"
Meri purani company se data migrate karo.,general_question,false,,,,hinglish example,"[""hinglish""]"
Does the product support real-time collaboration?,product_question,false,,,,product feature question,"[""standard""]"
I have a technical issue and I want to complain about it.,technical_support,false,,,,bulk addition,"[""multi_intent""]"
