text,intent,escalation_required,language_style,difficulty,scenario_type,notes,tags
Can I create custom user roles?,product_question,false,,,,bulk addition 2,"[""standard""]"
What's included in the $50 plan?,pricing,false,,,,pricing question,"[""standard"", ""pricing""]"
The mobile app freezes on the login screen.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
The drag and drop editor is broken after the latest update.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
I need someone to personally guarantee this will not happen again.,complaint,true,,,,v3 bulk esc+,"[""escalation_positive""]"
Meri email change ho gayi bina permission ke.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
Is there a widget for my website?,product_question,false,,,,bulk addition,"[""standard""]"
How long does it take to set up email notifications?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Can I customize account recovery?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Is data backup included in the base price?,pricing,false,,,,v3 bulk pricing,"[""standard"", ""pricing""]"
The file preview feature seems to be broken.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
Can the template system be disabled?,general_question,false,,,,bulk addition 4,"[""standard""]"
Give me my money back immediately.,refund,true,,,,v3 info vs action,"[""standard""]"
Can I connect multiple mailboxes?,product_question,false,,,,bulk addition,"[""standard""]"
The quality of your product has degraded significantly.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
Your platform failure has caused reputational damage to my company.,complaint,true,,,,v3 bulk esc+,"[""escalation_positive""]"
Plan limits increase karne hain.,sales,false,,,,hinglish sales,"[""hinglish""]"
Please set up a demo for the sales team.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
I am unable to use the alignment tool correctly.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
The login page is not loading properly.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
Do I pay extra for white labeling?,pricing,false,,,,bulk addition 4,"[""standard""]"
Where can I find documentation about the calendar sync?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Bot se baat karke thak gaya. Human do.,human_request,true,,,,hinglish example,"[""hinglish""]"
I want to return the product and get a full refund.,refund,true,,,,v3 balance,"[""standard""]"
Ek hafte se problem hai. Koi resolve kyu nahi kar raha?,complaint,true,,,,hinglish example,"[""hinglish""]"
aapne mujhe wrong features activate kiye hain,technical_support,false,,,,,"[""hinglish""]"
Does your premium plan have unlimited storage?,product_question,false,,,,v3 bulk confusion,"[""standard""]"
mujhe koi expert se baat karni hai,human_request,true,,,,,"[""hinglish""]"
u guyz charge too much,pricing,false,,,,v3 noisy,"[""noisy""]"
The backup system keeps failing.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
Email templates are not rendering correctly in Outlook.,technical_support,false,,,,v3 balance,"[""standard""]"
Integration kaise karte hai Salesforce se?,product_question,false,,,,hinglish example,"[""hinglish""]"
My account is back to normal. Appreciate the help.,account_issue,false,,,,v3 resolution,"[""resolution_state""]"
Tell me about pricing for custom integrations.,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
How much for the enterprise add-on?,pricing,false,,,,bulk addition 4,"[""standard""]"
Your negligence caused a leak of my confidential information.,complaint,true,,,,v3 esc hard pos,"[""escalation_positive""]"
I am unable to serve my own customers because of your bug.,technical_support,true,,,,v3 bulk esc+3,"[""escalation_positive""]"
Please don't escalate. I made a mistake.,other,false,,,,bulk addition 5,"[""hard_negative_escalation""]"
The page is loading infinitely without any content.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
i need help but ur chatbot is useless,human_request,true,,,,v3 bulk noisy,"[""noisy"", ""multi_intent""]"
i cnt chang my email adres helpp,account_issue,false,,,,bulk addition 3,"[""noisy""]"
Great service,other,false,,,,very short message,[]
How long does it take to set up the dashboard?,general_question,false,,,,bulk addition 4,"[""standard""]"
my team cant see the documents i upload,technical_support,false,,,,bulk addition 2,"[""noisy""]"
mujhe live chat support chahiye,general_question,false,,,,,"[""hinglish""]"
Give me a refund or I'll file a chargeback.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Can you guide me through privacy settings?,general_question,false,,,,v3 bulk gq3,"[""standard""]"
I'm getting a timeout error on every request.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Is there a tutorial for the user directory?,general_question,false,,,,v3 bulk gq,"[""standard""]"
mujhe aapki service ka test drive lena hai,sales,false,,,,,"[""hinglish""]"
My dashboard filters keep resetting after page refresh.,technical_support,false,,,,v3 balance,"[""standard""]"
wht is the process for cancelling my subscription,general_question,false,,,,v3 bulk noisy3,"[""noisy""]"
File sharing with external users is throwing an error.,technical_support,false,,,,v3 confusion: general vs tech,"[""standard""]"
This message is just a test. Ignore it.,other,false,,,,bulk addition 5,"[""standard""]"
Can I talk to the sales team about pricing?,sales,false,,,,confusion pair example,"[""confusion_pair""]"
Is there a way to data retention limits?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
kya aapke paas koi referral program hai,general_question,false,,,,,"[""hinglish""]"
Demo chahiye sales team se. Schedule karo.,sales,false,,,,hinglish example,"[""hinglish""]"
Is there a way to keyboard shortcuts?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
I have both a feature request and a bug to report.,technical_support,false,,,,v3 bulk multi,"[""multi_intent""]"
I want to upgrade my current plan to premium.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
How does billing alerts affect my account?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Can I customize data retention limits?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Don't give me a refund. I want the service to work.,technical_support,true,,,,v3 bulk negation,"[""negation""]"
aapki app ne mera data delete kar diya,technical_support,true,,,,v3 bulk hinglish,"[""hinglish""]"
Mera refund kab tak process hoga?,refund,false,,,,bulk addition,"[""hinglish""]"
My workflow automation keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Starter plan kitne ka hai?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
I keep getting session timeouts every 5 minutes,technical_support,false,,,,v3 bulk confusion,"[""standard""]"
This issue is causing a security audit failure.,account_issue,true,,,,bulk addition 5,"[""escalation_positive""]"
the dasboard is showin rong data,technical_support,false,,,,spelling/noisy text,"[""noisy""]"
i accidently deletd my accunt,account_issue,true,,,,spelling/noisy text,"[""noisy""]"
I feel like I've been scammed by your company.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
Where can I find documentation about multi-factor auth?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Ye software Hindi mein available hai?,product_question,false,,,,hinglish example,"[""hinglish""]"
Mujhe weekly report chahiye. Kaise set kare?,product_question,false,,,,hinglish example,"[""hinglish""]"
Kaise purchase kare? Mujhe lena hai.,sales,false,,,,hinglish sales,"[""hinglish""]"
The backup system is not working.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
Please send me the invoice for enterprise plan.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
how do i get a humen on the line plz,human_request,true,,,,bulk addition 2,"[""noisy""]"
Can you teach me to code?,other,false,,,,bulk addition 2,"[""standard""]"
Mujhe premium features chahiye. Upgrade karo.,sales,false,,,,bulk addition,"[""hinglish""]"
What is the purpose of dashboard widgets?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
You charged me the wrong plan price.,pricing,true,,,,bulk addition 3,"[""standard""]"
kya main apna number change kar sakta hu account mein,account_issue,false,,,,,"[""hinglish""]"
mujhe aapki service ka live demo chahiye,sales,false,,,,v3 bulk hinglish,"[""hinglish""]"
What reporting options are available?,general_question,false,,,,general info question,"[""standard""]"
Time aur paisa dono waste ho rahe hain.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
Billing help needed but I want a human not a bot.,pricing,true,,,,bulk addition,"[""multi_intent""]"
Can you help me reset my password and also tell me about plans,general_question,false,,,,v3 multi-intent,"[""multi_intent""]"
No need to transfer me. You answered my question perfectly.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
Is my data secure with you?,general_question,false,,,,general info question,"[""standard""]"
aapka refund process kaise kaam karta hai,refund,false,,,,,"[""hinglish""]"
Aapne mujhe block kyu kar diya? Unblock karo.,account_issue,true,,,,hinglish example,"[""hinglish""]"
I need a hotfix deployed to production right now.,technical_support,true,,,,v3 bulk esc+,"[""escalation_positive""]"
The calendar sync stopped working suddenly.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Can you explain the mobile app?,general_question,false,,,,v3 bulk gq,"[""standard""]"
i m very upset with ur servise,complaint,false,,,,v3 noisy,"[""noisy""]"
CSV import fail ho raha hai row 50 par.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
I want to subscribe to the highest tier.,sales,false,,,,purchase intent,"[""standard"", ""sales""]"
Your lack of support is costing me money.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
What are the costs associated with custom integrations?,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
What's the pricing for premium support?,pricing,false,,,,bulk addition 4,"[""standard""]"
Your automated system is not understanding my issue. Human needed.,human_request,true,,,,bulk addition,"[""standard""]"
How do I set up user invitations?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Pachtawa hai ki aapka product lia.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
What security certifications do you have?,general_question,false,,,,general info question,"[""standard""]"
Too slow,technical_support,false,,,,very short message,[]
Can you explain the API?,general_question,false,,,,bulk addition 4,"[""standard""]"
Do teen baar se same problem bata raha hu.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
i am not abel to acces my acc,account_issue,false,,,,spelling/noisy text,"[""noisy""]"
kya aapke yaha COD available hai,pricing,false,,,,,"[""hinglish""]"
mujhe aapke software ke saath Zapier integration chahiye,product_question,false,,,,v3 bulk hinglish,"[""hinglish""]"
No escalation warranted. Simple inquiry.,general_question,false,,,,v3 esc hard neg,"[""hard_negative_escalation""]"
Is there a time tracking module?,product_question,false,,,,v3 balance,"[""standard""]"
Hinglish: human do.,human_request,true,,,,v4 short,"[""hinglish""]"
meri report mein data missing hai,technical_support,false,,,,,"[""hinglish""]"
pls help my accnt has been suspndd unfairly,account_issue,true,,,,v3 bulk noisy3,"[""noisy""]"
Speak to human,human_request,true,,,,very short message,[]
aapki app mein kuch options disable hain enable karo,technical_support,false,,,,v4 hinglish,"[""hinglish""]"
Encountering problems with the folder structure.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
kya aapke paas app hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
How is the usage calculated?,pricing,false,,,,bulk addition,"[""standard""]"
can u explain the pricin i dnt get it,pricing,false,,,,bulk addition 5,"[""noisy""]"
Talk to a person please. Not a bot.,human_request,true,,,,confusion pair example,"[""confusion_pair""]"
I'm unable to change my account email address.,account_issue,false,,,,bulk addition,"[""standard""]"
This is a single point of failure for my entire operation.,technical_support,true,,,,v3 bulk esc+,"[""escalation_positive""]"
Can I customize auto-renewal?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
i cnt figur out how to reset my pasword,account_issue,false,,,,bulk addition 2,"[""noisy""]"
maine aapko 4 din pehle email kiya tha reply kyun nahi aaya,complaint,true,,,,,"[""hinglish""]"
File upload nahi ho raha. Error aa raha hai.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
How long does it take to set up backup?,general_question,false,,,,bulk addition 4,"[""standard""]"
Can you help me with a technical issue and also explain pricing?,technical_support,false,,,,v3 bulk multi,"[""multi_intent""]"
Email delivery is not loading properly.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
The report scheduling feature seems to be broken.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
ye software Hindi mein available hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
i paid for premum but dnt hav it,account_issue,true,,,,spelling/noisy text,"[""noisy""]"
mera account ka language change nahi ho raha,account_issue,false,,,,v3 bulk hinglish,"[""hinglish""]"
Process my refund request number RF-2024-001.,refund,true,,,,v3 balance,"[""standard""]"
The Email delivery feature is causing errors.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Is there a tutorial for the mobile app?,general_question,false,,,,v3 bulk gq,"[""standard""]"
I'm about to lose a major client because of your downtime.,technical_support,true,,,,bulk addition 3,"[""escalation_positive""]"
My account details were changed by someone else. I need help.,account_issue,true,,,,v3 bulk esc+,"[""escalation_positive""]"
The login page is not working.,technical_support,false,,,,bulk addition 4,"[""standard""]"
What are the benefits of the reporting module?,general_question,false,,,,bulk addition 4,"[""standard""]"
Do you have a roadmap of upcoming features?,general_question,false,,,,v3 balance,"[""standard""]"
Do I need to configure custom fields manually?,general_question,false,,,,bulk addition 4,"[""standard""]"
aapne mujhe galat currency mein payment kiya,pricing,true,,,,v3 bulk hinglish3,"[""hinglish""]"
How do I export my data?,general_question,false,,,,v3 info vs action,"[""standard""]"
customer portal is causing errors in my workflow.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
aapke yaha koi referral bonus program hai,general_question,false,,,,v4 hinglish,"[""hinglish""]"
What is the purpose of profile visibility?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
What is the purpose of import features?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Contact not required. Just giving feedback.,complaint,false,,,,escalation hard negative,"[""hard_negative_escalation""]"
mujhe bulk SMS feature hai kya,product_question,false,,,,,"[""hinglish""]"
Mujhe refund chahiye. Also what is the price of premium?,refund,true,,,,multi-intent example,"[""multi_intent""]"
I'm confused about my bill and angry about it.,pricing,false,,,,bulk addition,"[""confusion_pair""]"
Do I need to configure backup manually?,general_question,false,,,,bulk addition 4,"[""standard""]"
Can I change the language of the interface?,general_question,false,,,,bulk addition,"[""standard""]"
Where can I find documentation about team management?,general_question,false,,,,v3 bulk gq,"[""standard""]"
What is your cancellation policy?,general_question,false,,,,v3 bulk infoact,"[""standard""]"
What are the benefits of the template system?,general_question,false,,,,bulk addition 4,"[""standard""]"
Is there an API rate limit?,product_question,false,,,,product feature question,"[""standard""]"
The login page keeps failing.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Mera plan upgrade nahi ho raha hai.,sales,false,,,,bulk addition 2,"[""hinglish""]"
I get an error when using The drag and drop editor.,technical_support,false,,,,bulk addition 4,"[""standard""]"
This is the second time this week the same error occurred.,technical_support,true,,,,v3 bulk esc+,"[""escalation_positive""]"
How long does it take to set up custom fields?,general_question,false,,,,v3 bulk gq,"[""standard""]"
Aapka product joke hai.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
Tell me about pricing for user accounts.,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
Not complaining just observing.,complaint,false,,,,bulk addition 2,"[""hard_negative_escalation""]"
Can you explain custom fields?,general_question,false,,,,bulk addition 4,"[""standard""]"
The user interface is counterintuitive.,product_question,false,,,,bulk addition 3,"[""standard""]"
API empty response de raha hai.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
aapki app bahut slow hai improve karo,technical_support,false,,,,,"[""hinglish""]"
Permissions reset ho rahi hain automatically.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
The search bar is not loading properly.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
i cnt remember my login id help,account_issue,false,,,,v3 bulk noisy3,"[""noisy""]"
No action required. Just giving a heads up.,complaint,false,,,,v3 esc hard neg,"[""hard_negative_escalation""]"
This is extremely frustrating.,complaint,false,,,,general complaint,"[""standard"", ""complaint""]"
the integratin with our CRM is brkn since last week,technical_support,false,,,,v3 bulk noisy,"[""noisy""]"
I want to buy the premium plan for my 10 person team.,sales,false,,,,bulk addition,"[""standard""]"
aapki team ka response time bahut slow hai,complaint,false,,,,,"[""hinglish""]"
plz help im lockt out of my accnt since 2 days,account_issue,true,,,,v3 bulk noisy,"[""noisy""]"
Can you explain the analytics dashboard?,general_question,false,,,,v3 bulk gq,"[""standard""]"
The backup process is failing every night.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Having issues with user import.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
Cancel my subscription and tell me about your other products,refund,false,,,,v3 multi-intent,"[""multi_intent""]"
can u help me with loggin in,account_issue,false,,,,spelling/noisy text,"[""noisy""]"
Can I customize profile visibility?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
hw long does refnd take to process,refund,false,,,,v3 bulk noisy3,"[""noisy""]"
plz help me wit my login,account_issue,false,,,,spelling/noisy text,"[""noisy""]"
My refund request has been pending for a week.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
Mujhe team plan ka invoice chahiye.,sales,false,,,,hinglish sales,"[""hinglish""]"
I get an error when using Email delivery.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
I said don't escalate. Please listen.,general_question,false,,,,v4 negation,"[""negation""]"
Your service failure cost me a client. I need compensation.,refund,true,,,,v3 esc hard pos,"[""escalation_positive""]"
How does dashboard widgets affect my account?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
What is the cost of API access for 100k calls?,pricing,false,,,,bulk addition 4,"[""standard""]"
Mujhe kisi senior se baat karni hai.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
Can I set up auto replies for common questions?,product_question,false,,,,bulk addition,"[""standard""]"
kya main aapke platform par multiple accounts bana sakta hu,general_question,false,,,,,"[""hinglish""]"
This is a critical production outage.,technical_support,true,,,,bulk addition 3,"[""escalation_positive""]"
What are the costs associated with team collaboration?,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
aapka API documentation kahan milega,product_question,false,,,,v3 bulk hinglish,"[""hinglish""]"
aapke paas koi discount code hai kya,pricing,false,,,,,"[""hinglish""]"
kya aap India mein bhi service dete ho?,general_question,false,,,,hinglish general question,"[""hinglish""]"
Mera kaam ruka hua hai. Jaldi karo.,technical_support,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
I'm extremely let down by your company.,complaint,false,,,,bulk addition 3,"[""standard""]"
Can I export my data?,general_question,false,,,,general info question,"[""standard""]"
the timeline view has a bug that needs fixing.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
How much for dedicated server?,pricing,false,,,,v3 bulk pricing,"[""standard"", ""pricing""]"
My manager is asking for an update. I have nothing to tell them.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
This is the last straw. I want a full refund and account deletion.,refund,true,,,,bulk addition 3,"[""escalation_positive""]"
Can you please connect me to a real support agent?,human_request,true,,,,v3 balance3,"[""standard""]"
What's the best way to get started?,general_question,false,,,,bulk addition,"[""standard""]"
mera account ka security upgrade karna hai,account_issue,false,,,,v4 hinglish,"[""hinglish""]"
What are the costs associated with API calls?,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
API access ka alag se paisa lagega?,pricing,false,,,,hinglish pricing,"[""hinglish""]"
mera account suspend kyu hua,account_issue,true,,,,,"[""hinglish""]"
I want my money back for the annual plan I just bought.,refund,true,,,,refund demand,"[""escalation_positive"", ""refund""]"
aapne mujhe galat plan charge kiya hai,pricing,true,,,,,"[""hinglish""]"
kya aapke yaha koi community forum hai,general_question,false,,,,,"[""hinglish""]"
Suno,other,false,,,,very short message,[]
file preview stopped responding.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
I've lost all trust in your company. Fix this now.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
aapka mobile app bahut heavy hai phone hang ho jata hai,technical_support,false,,,,,"[""hinglish""]"
i hav been wating for 2 weks,complaint,true,,,,spelling/noisy text,"[""noisy""]"
batch processing is malfunctioning.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
the folder structure is giving me trouble.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
The dashboard keeps showing a 500 error.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
Images uploaded are showing as broken links.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
I'm having trouble with The PDF export.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
The CSV importer is not loading properly.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
I want to upgrade but I'm frustrated with your support.,sales,false,,,,v3 bulk multi,"[""multi_intent""]"
kya isme bulk SMS hai,product_question,false,,,,,"[""hinglish""]"
Team plan lena hai. Discount batao.,sales,false,,,,bulk addition 2,"[""hinglish""]"
Can I customize dashboard widgets?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
Does your platform support custom user roles and permissions?,product_question,false,,,,v3 confusion: product vs general,"[""standard""]"
my teammates cnt acess the folder i shared,technical_support,false,,,,v3 bulk noisy,"[""noisy""]"
the calendar view has a bug that needs fixing.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
aapka product use karke bahut time ho gaya lekin update nahi aaya,complaint,false,,,,,"[""hinglish""]"
y is ur servis so expensiv,pricing,false,,,,bulk addition 2,"[""noisy""]"
Can I use your API to build a custom integration?,product_question,false,,,,v3 balance,"[""standard""]"
I'm having trouble with The bulk editor.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
mobile par bhi use kar sakte hain?,general_question,false,,,,hinglish general question,"[""hinglish""]"
No one from your team seems to care about quality.,complaint,false,,,,bulk addition,"[""standard""]"
Ye kya software hai?,general_question,false,,,,hinglish general question,"[""hinglish""]"
My executive team is asking questions I cannot answer.,technical_support,true,,,,v3 bulk esc+,"[""escalation_positive""]"
i m lockd out of my admn account,account_issue,true,,,,v4 noisy,"[""noisy""]"
I need technical help with integration and a price quote.,technical_support,false,,,,v3 bulk multi,"[""multi_intent""]"
"Your service is terrible, give me a refund.",refund,true,,,,confusion pair example,"[""confusion_pair""]"
u guys need to fix ur app its slow,technical_support,false,,,,v4 noisy,"[""noisy""]"
Mujhe premium plan lena hai.,sales,false,,,,hinglish sales,"[""hinglish""]"
No need to escalate. I was just asking for information.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
Process my refund or I will dispute with my bank.,refund,true,,,,bulk addition,"[""standard""]"
mujhe aapke software ke saath Shopify integration chahiye,product_question,false,,,,v3 bulk hinglish3,"[""hinglish""]"
My workflow automation is showing incorrect data.,technical_support,false,,,,bulk addition 4,"[""standard""]"
Koi real person se baat karwao.,human_request,true,,,,hinglish human request,"[""hinglish"", ""escalation_positive"", ""human_request""]"
the folder structure has a bug that needs fixing.,technical_support,false,,,,v3 bulk tech3,"[""standard"", ""technical""]"
Not interested in purchasing right now.,pricing,false,,,,v3 negation,"[""negation""]"
Not asking for a refund but your service is terrible,complaint,false,,,,v3 multi-intent,"[""multi_intent""]"
Is there a tutorial for the workflow builder?,general_question,false,,,,v3 bulk gq,"[""standard""]"
mujhe enterprise plan ka demo chahiye,sales,false,,,,,"[""hinglish""]"
mera invoice me galti hai correct karo,pricing,false,,,,,"[""hinglish""]"
I can't update my profile information.,account_issue,false,,,,account issue,"[""standard"", ""account""]"
ur bot is dumm giv me reel person,human_request,true,,,,bulk addition 3,"[""noisy""]"
I'm evaluating your tool against two others. Help me choose.,sales,false,,,,bulk addition,"[""standard""]"
i paid for premium but got nthng help,account_issue,true,,,,bulk addition 5,"[""noisy""]"
aapki app par file upload nahi ho raha error de raha hai,technical_support,false,,,,v3 bulk hinglish3,"[""hinglish""]"
How long does it take to set up the import tool?,general_question,false,,,,v3 bulk gq,"[""standard""]"
This issue has financial implications that need to be addressed.,complaint,true,,,,v3 bulk esc+,"[""escalation_positive""]"
Do you offer different pricing tiers for audit trail?,pricing,false,,,,v3 bulk pricing2,"[""standard"", ""pricing""]"
I want to talk to an account manager.,sales,false,,,,bulk addition 3,"[""standard""]"
The search is returning results from deleted items.,technical_support,false,,,,bulk addition,"[""standard""]"
Team member account access nahi kar pa raha.,account_issue,false,,,,hinglish account issue,"[""hinglish""]"
What is the purpose of export options?,general_question,false,,,,v3 bulk gq2,"[""standard""]"
aapki team ka response time bahut slow hai improve karo,complaint,false,,,,v3 bulk hinglish,"[""hinglish""]"
Does it support multiple currencies?,product_question,false,,,,product feature question,"[""standard""]"
My user account was deleted erroneously and I need it back.,account_issue,true,,,,v3 bulk esc+3,"[""escalation_positive""]"
Where can I find documentation about two-factor authentication?,general_question,false,,,,bulk addition 4,"[""standard""]"
auto-responder is malfunctioning.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
Thank you for your help.,other,false,,,,bulk addition,"[""standard""]"
Bulk upload feature processes only 10 records at a time.,technical_support,false,,,,technical issue,"[""standard"", ""technical""]"
I don't want my money back. I just want answers.,general_question,false,,,,v3 negation,"[""negation""]"
This needs immediate attention. I'm losing revenue.,technical_support,true,,,,bulk addition 2,"[""escalation_positive""]"
Backup fail ho raha hai har raat.,technical_support,false,,,,hinglish technical support,"[""hinglish""]"
i wnt to buy your product but need info first,product_question,false,,,,v3 bulk noisy3,"[""noisy""]"
What's the early termination fee?,pricing,false,,,,bulk addition 3,"[""standard""]"
Don't transfer me anywhere. Just answer the question.,general_question,false,,,,v3 bulk esc-,"[""hard_negative_escalation""]"
Can we set up a trial for the full enterprise suite?,sales,false,,,,bulk addition,"[""standard""]"
The issue is already fixed on my end. Thanks.,technical_support,false,,,,v3 esc hard neg,"[""hard_negative_escalation"", ""resolution_state""]"
My deadline was yesterday. I need compensation.,complaint,true,,,,escalation hard positive,"[""escalation_positive"", ""hard_positive""]"
y is the dashbord so confusin,complaint,false,,,,v4 noisy,"[""noisy""]"
pehle aapki app slow thi but ab theek hai,technical_support,false,,,,v4 hinglish,"[""hinglish"", ""resolution_state""]"
Can I set up SLA rules?,product_question,false,,,,bulk addition,"[""standard""]"
batch processing stopped responding.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
auto-responder stopped responding.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
How do I configure privacy settings?,general_question,false,,,,v3 bulk gq3,"[""standard""]"
I am furious! But I'll handle it myself.,complaint,false,,,,bulk addition 3,"[""hard_negative_escalation""]"
Can you write a poem?,other,false,,,,other / off-topic,"[""standard"", ""other""]"
I want to upgrade but I also have a billing question.,sales,false,,,,bulk addition,"[""multi_intent""]"
How do I enable two-factor authentication?,general_question,false,,,,v3 confusion: general vs tech,"[""standard""]"
Hacked!,account_issue,true,,,,very short message,[]
Does your platform support SSO?,product_question,false,,,,v3 balance,"[""standard""]"
mujhe bulk payment ka option chahiye,product_question,false,,,,v3 bulk hinglish,"[""hinglish""]"
Bahut frustrating hai.,complaint,false,,,,hinglish complaint,"[""hinglish""]"
u guyz r scammers giv my mony bak,refund,true,,,,bulk addition 3,"[""noisy""]"
aapke yaha custom domain kitne ka milta hai,pricing,false,,,,v3 bulk hinglish3,"[""hinglish""]"
I'm furious about my billing and I want a refund,refund,true,,,,v3 multi-intent,"[""multi_intent""]"
the dashbord is to complicatd,complaint,false,,,,spelling/noisy text,"[""noisy""]"
mujhe training chahiye product ki kya facility hai,product_question,false,,,,,"[""hinglish""]"
The real-time updates feature seems to be broken.,technical_support,false,,,,v3 bulk tech2,"[""standard"", ""technical""]"
aapki service ki quality pehle acchi thi ab nahi,complaint,false,,,,,"[""hinglish""]"
Product khareedna hai. Kya process hai?,sales,false,,,,hinglish sales,"[""hinglish""]"
The search bar is broken after the latest update.,technical_support,false,,,,bulk addition 4,"[""standard""]"
I'm having trouble with The chart generator.,technical_support,false,,,,v3 bulk tech,"[""standard"", ""technical""]"
Do I pay extra for SSO integration?,pricing,false,,,,v3 bulk pricing,"[""standard"", ""pricing""]"
Nice UI design!,other,false,,,,v3 balance,"[""standard""]"
the export btn is greyed out i cant click it,technical_support,false,,,,v3 bulk noisy,"[""noisy""]"
What are the benefits of file sharing?,general_question,false,,,,v3 bulk gq,"[""standard""]"
